Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Facility,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbital Period Limit Flag,Planet Radius [Earth Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Density [g/cm**3],Planet Density Limit Flag,Stellar Effective Temperature [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Luminosity [log(Solar)],Stellar Luminosity Limit Flag,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Total Proper Motion [mas/yr],Total Proper Motion Upper Unc [mas/yr],Total Proper Motion Lower Unc [mas/yr],Proper Motion (RA) [mas/yr],Proper Motion (RA) [mas/yr] Upper Unc,Proper Motion (RA) [mas/yr] Lower Unc,Proper Motion (Dec) [mas/yr],Proper Motion (Dec) [mas/yr] Upper Unc,Proper Motion (Dec) [mas/yr] Lower Unc,Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,B (Johnson) Magnitude,B (Johnson) Magnitude Upper Unc,B (Johnson) Magnitude Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,J (2MASS) Magnitude,J (2MASS) Magnitude Upper Unc,J (2MASS) Magnitude Lower Unc,H (2MASS) Magnitude,H (2MASS) Magnitude Upper Unc,H (2MASS) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
Kepler-707 b,Kepler-707,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.23749275,0.0,1.33,0.0,2.33,0.0,5.44,0.0,5099.0,0.0,0.76,0.0,0.8,0.04,-0.05,0.0,-0.501,0.0,4.58,0.0,12.92363,73.89376,63.19627,304.25124,2.0036196,0.0384504,-0.0384504,-2.00157,0.0384492,-0.0384492,0.0906038,0.0390371,-0.0390371,591.776,7.052,-6.892,15.834,0.066,-0.066,15.022,0.195,-0.195,13.604,0.021,-0.021,13.106,0.018,-0.018,13.004,0.023,-0.023,14.9969,0.000331,-0.000331,14.4221,0.0085,-0.0085,0,0,0,0,0
Kepler-708 b,Kepler-708,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.16789194,0.0,2.93,0.0,8.91,0.0,1.95,0.0,5692.0,0.0,0.96,0.0,0.97,0.06,-0.06,0.0,0.037,0.0,4.47,0.0,10.43247,75.25343,62.37091,310.16045,2.0491273,0.0532366,-0.0532366,0.966997,0.0505671,-0.0505671,1.80661,0.0539771,-0.0539771,1394.22,58.435,-58.435,16.427,0.168,-0.168,15.61,0.286,-0.286,14.32,0.028,-0.028,13.958,0.029,-0.029,13.871,0.052,-0.052,15.5076,0.000416,-0.000416,14.9978,0.0085,-0.0085,0,0,0,0,0
Kepler-709 b,Kepler-709,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,16.08524954,0.0,2.92,0.0,8.85,0.0,1.95,0.0,5071.0,0.0,0.77,0.0,0.8,0.04,-0.05,0.0,-0.481,0.0,4.58,0.0,11.63797,74.82489,62.95652,307.68951,8.1119374,0.0484324,-0.0484324,6.64944,0.0496756,-0.0496756,4.64634,0.045781,-0.045781,664.843,11.739,-11.739,16.516,0.055,-0.055,15.261,0.126,-0.126,13.753,0.024,-0.024,13.284,0.022,-0.022,13.145,0.034,-0.034,15.1971,0.00051,-0.00051,14.604,0.0073,-0.0073,0,0,0,0,0
Kepler-710 b,Kepler-710,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.34728553,0.0,1.88,0.0,4.19,0.0,3.47,0.0,5611.0,0.0,0.91,0.0,0.94,0.06,-0.06,0.0,0.265,0.0,4.5,0.0,11.87064,75.06752,63.28897,307.70298,6.7704914,0.0384656,-0.0384656,-5.73094,0.0387784,-0.0387784,-3.60498,0.0376636,-0.0376636,1448.34,43.61,-43.61,15.712,0.15,-0.15,15.071,0.08,-0.08,13.806,0.027,-0.027,13.397,0.033,-0.033,13.378,0.044,-0.044,15.0109,0.000321,-0.000321,14.5042,0.0079,-0.0079,0,0,0,0,0
Kepler-711 b,Kepler-711,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,23.58914398,0.0,3.41,0.0,11.5,0.0,1.59,0.0,5222.0,0.0,0.8,0.0,0.84,0.06,-0.06,0.0,-0.499,0.0,4.56,0.0,8.36869,77.1069,61.96417,316.00358,22.669246,0.0469441,-0.0469441,8.47063,0.0513297,-0.0513297,-21.0272,0.0461932,-0.0461932,624.575,11.327,-10.937,17.26,0.064,-0.064,15.635,0.206,-0.206,13.697,0.022,-0.022,13.2,0.021,-0.021,13.061,0.026,-0.026,15.3293,0.000416,-0.000416,14.6716,0.0122,-0.0122,0,0,0,0,0
Kepler-712 b,Kepler-712,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,21.02247699,0.0,3.41,0.0,11.5,0.0,1.59,0.0,5148.0,0.0,0.78,0.0,0.84,0.03,-0.04,0.0,-0.484,0.0,4.58,0.0,10.05381,76.28323,62.75946,312.35194,11.3330615,0.0646914,-0.0646914,-5.44965,0.0677026,-0.0677026,-9.93678,0.0637579,-0.0637579,872.493,32.541,-32.541,16.635,0.069,-0.069,16.161,0.172,-0.172,14.399,0.028,-0.028,13.982,0.034,-0.034,13.841,0.052,-0.052,15.8543,0.000565,-0.000565,15.2588,0.0074,-0.0074,0,0,0,0,0
Kepler-712 c,Kepler-712,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,226.89047,0.0,4.85,0.0,21.0,0.0,1.01,0.0,5148.0,0.0,0.78,0.0,0.84,0.03,-0.04,0.0,-0.484,0.0,4.58,0.0,10.05381,76.28323,62.75946,312.35194,11.3330615,0.0646914,-0.0646914,-5.44965,0.0677026,-0.0677026,-9.93678,0.0637579,-0.0637579,872.493,32.541,-32.541,16.635,0.069,-0.069,16.161,0.172,-0.172,14.399,0.028,-0.028,13.982,0.034,-0.034,13.841,0.052,-0.052,15.8543,0.000565,-0.000565,15.2588,0.0074,-0.0074,0,0,0,0,0
Kepler-713 b,Kepler-713,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,7.411141,0.0,2.48,0.0,6.71,0.0,2.42,0.0,5785.0,0.0,0.99,0.0,0.98,0.11,-0.08,0.0,0.085,0.0,4.44,0.0,9.61971,76.6273,62.64633,313.52735,17.4397081,0.0482879,-0.0482879,-15.5239,0.0495516,-0.0495516,-7.94682,0.0431268,-0.0431268,1089.87,32.81,-30.98,15.91,0.111,-0.111,15.171,0.103,-0.103,13.802,0.024,-0.024,13.454,0.028,-0.028,13.3,0.035,-0.035,15.0191,0.000333,-0.000333,14.5065,0.009,-0.009,0,0,0,0,0
Kepler-714 b,Kepler-714,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,8.09888799,0.0,9.67,0.0,67.6,0.0,0.411,0.0,5995.0,0.0,1.12,0.0,1.09,0.08,-0.07,0.0,0.46,0.0,4.37,0.0,18.32302,72.84822,65.7057,292.89524,4.4288522,0.0408918,-0.0408918,-4.42682,0.04089,-0.04089,-0.134152,0.0427797,-0.0427797,2083.37,98.44,-90.11,15.972,0.0,0.0,15.43,0.058,-0.058,14.164,0.027,-0.027,13.875,0.035,-0.035,13.825,0.044,-0.044,15.2407,0.000402,-0.000402,14.8024,0.0072,-0.0072,0,0,0,0,0
Kepler-715 b,Kepler-715,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,10.00652995,0.0,3.75,0.0,13.5,0.0,1.41,0.0,5871.0,0.0,1.04,0.0,1.04,0.06,-0.06,0.0,0.165,0.0,4.42,0.0,17.7265,73.20413,65.66065,294.55723,6.4092899,0.0528815,-0.0528815,0.251592,0.0466615,-0.0466615,-6.40435,0.0528905,-0.0528905,1327.44,48.96,-45.66,15.996,0.067,-0.067,15.204,0.137,-0.137,13.984,0.025,-0.025,13.655,0.026,-0.026,13.592,0.046,-0.046,15.0333,0.000422,-0.000422,14.5776,0.0072,-0.0072,0,0,0,0,0
Kepler-716 b,Kepler-716,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,10.37168453,0.0,2.9,0.0,8.75,0.0,1.97,0.0,5099.0,0.0,0.78,0.0,0.83,0.04,-0.04,0.0,-0.504,0.0,4.58,0.0,13.19467,75.17704,64.29401,305.73591,5.5450773,0.0407503,-0.0407503,-3.72797,0.0392198,-0.0392198,-4.10489,0.0419707,-0.0419707,635.009,8.895001,-8.657,16.332,0.057,-0.057,15.314,0.275,-0.275,13.67,0.025,-0.025,13.249,0.026,-0.026,13.135,0.029,-0.029,15.1555,0.000364,-0.000364,14.5671,0.0063,-0.0063,0,0,0,0,0
Kepler-716 c,Kepler-716,1,2,0,0,Transit,2020,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.96999,0.0,1.393,0.0,2.52,0.0,5.12,0.0,5012.0,0.0,0.74,0.0,0.83,,,0.0,-0.504,0.0,4.62,0.0,13.19467,75.17704,64.29401,305.73591,5.5450773,0.0407503,-0.0407503,-3.72797,0.0392198,-0.0392198,-4.10489,0.0419707,-0.0419707,635.009,8.895001,-8.657,16.332,0.057,-0.057,15.314,0.275,-0.275,13.67,0.025,-0.025,13.249,0.026,-0.026,13.135,0.029,-0.029,15.1555,0.000364,-0.000364,14.5671,0.0063,-0.0063,0,0,0,0,0
Kepler-717 b,Kepler-717,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.40840023,0.0,2.42,0.0,6.44,0.0,2.5,0.0,5485.0,0.0,0.85,0.0,0.88,0.05,-0.05,0.0,0.604,0.0,4.53,0.0,11.50324,75.99435,63.65121,309.73971,8.4786752,0.0695835,-0.0695835,-4.6714,0.068851,-0.068851,-7.07573,0.0699004,-0.0699004,2805.48,310.635,-310.635,16.607,0.058,-0.058,15.756,0.218,-0.218,14.43,0.034,-0.034,13.966,0.043,-0.043,13.996,0.06,-0.06,15.6239,0.000533,-0.000533,15.1332,0.0078,-0.0078,0,0,0,0,0
Kepler-718 b,Kepler-718,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.0523499,0.0,16.56,0.0,41600.0,0.0,50.3,0.0,6191.0,0.0,1.3,0.0,1.18,0.23,-0.14,0.0,0.134,0.0,4.28,0.0,7.37548,78.46264,61.95221,319.55307,10.6289704,0.053384,-0.053384,-4.41651,0.045571,-0.045571,-9.66796,0.0548743,-0.0548743,1302.33,48.46,-45.16,16.351,0.038,-0.038,15.399,0.092,-0.092,14.005,0.032,-0.032,13.679,0.032,-0.032,13.604,0.033,-0.033,15.2456,0.000496,-0.000496,14.7344,0.0099,-0.0099,0,0,0,0,0
Kepler-719 b,Kepler-719,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.00731778,0.0,8.52,0.0,54.5,0.0,0.484,0.0,5777.0,0.0,0.98,0.0,0.99,0.08,-0.07,0.0,0.448,0.0,4.45,0.0,10.09763,77.35144,63.46885,314.0719,9.3521251,0.0617969,-0.0617969,-4.06904,0.0625026,-0.0625026,-8.42052,0.0616309,-0.0616309,2497.51,269.1,-222.42,16.724,0.089,-0.089,16.128,0.103,-0.103,14.572,0.032,-0.032,14.207,0.039,-0.039,14.126,0.065,-0.065,15.9037,0.000641,-0.000641,15.3751,0.0074,-0.0074,0,0,0,0,0
Kepler-720 b,Kepler-720,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.70832654,0.0,8.41,0.0,53.4,0.0,0.493,0.0,5618.0,0.0,0.92,0.0,0.95,0.11,-0.07,0.0,0.032,0.0,4.49,0.0,8.28944,78.7025,62.8376,318.84421,1.8289038,0.0490412,-0.0490412,-1.67262,0.0489605,-0.0489605,-0.739751,0.049452,-0.049452,1065.37,37.63,-35.18,16.372,0.034,-0.034,15.462,0.069,-0.069,13.785,0.029,-0.029,13.39,0.037,-0.037,13.243,0.029,-0.029,15.1635,0.000362,-0.000362,14.5892,0.0082,-0.0082,0,0,0,0,0
Kepler-721 b,Kepler-721,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.39202539,0.0,2.64,0.0,7.46,0.0,2.23,0.0,5075.0,0.0,0.78,0.0,0.82,0.04,-0.04,0.0,-0.362,0.0,4.58,0.0,17.58273,74.49933,66.59264,296.58816,28.0694045,0.0690694,-0.0690694,1.6064,0.0676676,-0.0676676,-28.0234,0.069074,-0.069074,926.598,35.076,-32.65,17.031,0.0,0.0,15.963,0.103,-0.103,14.187,0.026,-0.026,13.739,0.03,-0.03,13.627,0.048,-0.048,15.6428,0.000466,-0.000466,15.039,0.0067,-0.0067,0,0,0,0,0
Kepler-722 b,Kepler-722,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.09357325,0.0,2.63,0.0,7.41,0.0,2.24,0.0,5863.0,0.0,1.05,0.0,1.03,0.07,-0.07,0.0,-0.039,0.0,4.41,0.0,13.78052,76.24955,65.45204,306.44209,9.6232299,0.0658109,-0.0658109,-3.38563,0.0559222,-0.0559222,-9.008,0.0670904,-0.0670904,1239.5,47.37,-44.07,16.46,0.026,-0.026,15.489,0.16,-0.16,14.261,0.022,-0.022,13.949,0.031,-0.031,13.841,0.044,-0.044,15.3733,0.000544,-0.000544,14.9054,0.0075,-0.0075,0,0,0,0,0
Kepler-722 c,Kepler-722,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,105.144749,0.0,2.82,0.0,8.35,0.0,2.05,0.0,5863.0,0.0,1.05,0.0,1.03,0.07,-0.07,0.0,-0.039,0.0,4.41,0.0,13.78052,76.24955,65.45204,306.44209,9.6232299,0.0658109,-0.0658109,-3.38563,0.0559222,-0.0559222,-9.008,0.0670904,-0.0670904,1239.5,47.37,-44.07,16.46,0.026,-0.026,15.489,0.16,-0.16,14.261,0.022,-0.022,13.949,0.031,-0.031,13.841,0.044,-0.044,15.3733,0.000544,-0.000544,14.9054,0.0075,-0.0075,0,0,0,0,0
Kepler-723 b,Kepler-723,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.08227507,0.0,12.19,0.0,,,,,5539.0,0.0,0.89,0.0,0.92,0.04,-0.05,0.0,-0.172,0.0,4.51,0.0,17.38113,74.78088,66.69235,297.39306,11.5206919,2.1201981,-2.1201981,-4.97236,2.12019,-2.12019,-10.3924,2.1202,-2.1202,1071.8,,,16.274,0.051,-0.051,15.452,0.058,-0.058,13.949,0.026,-0.026,13.593,0.021,-0.021,13.499,0.046,-0.046,15.201,0.000496,-0.000496,14.6979,0.006,-0.006,0,0,0,0,0
Kepler-724 b,Kepler-724,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.31494634,0.0,3.29,0.0,10.8,0.0,1.67,0.0,5437.0,0.0,0.86,0.0,0.9,0.06,-0.05,0.0,-0.223,0.0,4.53,0.0,11.83709,77.4756,64.87307,311.69814,7.9771818,0.0472122,-0.0472122,-3.21357,0.0523882,-0.0523882,-7.30126,0.0461424,-0.0461424,853.119,20.172,-20.172,16.308,0.008,-0.008,15.284,0.103,-0.103,13.873,0.025,-0.025,13.442,0.026,-0.026,13.367,0.036,-0.036,15.1206,0.000376,-0.000376,14.5768,0.0084,-0.0084,0,0,0,0,0
Kepler-725 b,Kepler-725,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,39.64317811,0.0,10.63,0.0,79.4,0.0,0.363,0.0,5363.0,0.0,0.84,0.0,0.88,0.04,-0.04,0.0,-0.313,0.0,4.54,0.0,18.00185,74.7038,66.99334,296.00002,5.0463426,0.0404559,-0.0404559,-0.620975,0.0408126,-0.0408126,5.00799,0.0404504,-0.0404504,758.469,13.877,-13.396,16.137,0.061,-0.061,15.145,0.08,-0.08,13.685,0.027,-0.027,13.283,0.026,-0.026,13.222,0.038,-0.038,14.9929,0.000722,-0.000722,14.4621,0.0068,-0.0068,0,0,0,0,0
Kepler-726 b,Kepler-726,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,21.80451088,0.0,3.26,0.0,10.7,0.0,1.7,0.0,5452.0,0.0,0.85,0.0,0.88,0.05,-0.05,0.0,-0.319,0.0,4.53,0.0,12.98527,77.00796,65.4089,309.04918,9.2501943,0.0428793,-0.0428793,-5.90075,0.0437668,-0.0437668,7.12371,0.0422596,-0.0422596,762.081,14.252,-13.748,16.036,0.042,-0.042,15.362,0.092,-0.092,13.81,0.028,-0.028,13.381,0.031,-0.031,13.329,0.043,-0.043,15.035,0.000346,-0.000346,14.5161,0.0074,-0.0074,0,0,0,0,0
Kepler-727 b,Kepler-727,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.15448442,0.0,2.53,0.0,6.94,0.0,2.35,0.0,5441.0,0.0,0.86,0.0,0.89,0.05,-0.06,0.0,-0.317,0.0,4.53,0.0,11.06917,78.15281,64.71959,314.05443,3.9647503,0.0495091,-0.0495091,3.05513,0.050561,-0.050561,2.52694,0.0479299,-0.0479299,831.842,20.073,-20.073,16.431,0.121,-0.121,15.453,0.069,-0.069,13.987,0.023,-0.023,13.593,0.023,-0.023,13.432,0.038,-0.038,15.352,0.000479,-0.000479,14.7832,0.0091,-0.0091,0,0,0,0,0
Kepler-728 b,Kepler-728,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.74347727,0.0,3.34,0.0,11.1,0.0,1.64,0.0,5660.0,0.0,0.93,0.0,0.95,0.06,-0.06,0.0,0.227,0.0,4.49,0.0,13.48226,77.02592,65.77776,308.24195,7.6102554,0.058062,-0.058062,2.46428,0.0503671,-0.0503671,-7.20023,0.0588976,-0.0588976,1765.23,92.88,-84.2,16.272,0.125,-0.125,15.585,0.115,-0.115,14.384,0.038,-0.038,13.994,0.046,-0.046,13.937,0.049,-0.049,15.5249,0.000476,-0.000476,15.0215,0.0069,-0.0069,0,0,0,0,0
Kepler-729 b,Kepler-729,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.16635371,0.0,3.58,0.0,12.5,0.0,1.5,0.0,5633.0,0.0,0.91,0.0,0.94,0.04,-0.06,0.0,0.261,0.0,4.5,0.0,16.65485,75.93249,67.12506,300.57472,10.458622,0.0559469,-0.0559469,-7.24253,0.0521279,-0.0521279,-7.5451,0.0592483,-0.0592483,1921.15,108.94,-98.07,16.138,0.07,-0.07,15.567,0.16,-0.16,14.471,0.032,-0.032,14.028,0.04,-0.04,14.086,0.06,-0.06,15.5472,0.000461,-0.000461,15.0725,0.0066,-0.0066,0,0,0,0,0
Kepler-730 b,Kepler-730,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.49168281,0.0,12.33,0.0,,,,,5620.0,0.0,1.41,0.0,1.05,0.07,-0.05,0.0,0.236,0.0,4.16,0.0,17.24014,75.874,67.44274,299.2935,5.4834702,0.057143,-0.057143,-5.27774,0.0572358,-0.0572358,-1.48792,0.0559628,-0.0559628,1935.04,122.21,-108.79,16.639,0.018,-0.018,15.782,0.069,-0.069,14.471,0.035,-0.035,14.182,0.058,-0.058,14.102,0.049,-0.049,15.6113,0.000523,-0.000523,15.1401,0.0067,-0.0067,0,0,0,0,0
Kepler-730 c,Kepler-730,1,2,0,0,Transit,2018,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.85188338,0.0,1.569,0.0,3.09,0.0,4.39,0.0,5620.0,0.0,1.41,0.0,1.05,0.07,-0.05,0.0,0.236,0.0,4.16,0.0,17.24014,75.874,67.44274,299.2935,5.4834702,0.057143,-0.057143,-5.27774,0.0572358,-0.0572358,-1.48792,0.0559628,-0.0559628,1935.04,122.21,-108.79,16.639,0.018,-0.018,15.782,0.069,-0.069,14.471,0.035,-0.035,14.182,0.058,-0.058,14.102,0.049,-0.049,15.6113,0.000523,-0.000523,15.1401,0.0067,-0.0067,0,0,0,0,0
Kepler-731 b,Kepler-731,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.85560355,0.0,13.88,0.0,,,,,5849.0,0.0,1.06,0.0,1.03,0.09,-0.06,0.0,0.035,0.0,4.41,0.0,10.3587,79.15173,64.7699,316.88825,6.7147075,0.0520703,-0.0520703,2.1599,0.0524077,-0.0524077,-6.35784,0.0520312,-0.0520312,1257.16,50.52,-46.82,15.607,0.047,-0.047,15.386,0.172,-0.172,14.126,0.028,-0.028,13.762,0.03,-0.03,13.775,0.049,-0.049,15.2848,0.00068,-0.00068,14.8018,0.0084,-0.0084,0,0,0,0,0
Kepler-732 b,Kepler-732,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,9.46781405,0.0,2.18,0.0,5.39,0.0,2.86,0.0,3631.0,0.0,0.46,0.0,0.49,0.03,-0.03,0.0,-1.375,0.0,4.79,0.0,18.56374,75.77244,68.14707,296.31658,66.8145532,0.0610675,-0.0610675,-41.1414,0.0532311,-0.0532311,-52.6457,0.065393,-0.065393,174.826,0.859,-0.85,17.9,0.164,-0.164,16.53,0.2,-0.2,12.596,0.025,-0.025,11.952,0.021,-0.021,11.721,0.018,-0.018,15.0519,0.000542,-0.000542,13.9669,0.0078861,-0.0078861,0,0,0,0,0
Kepler-732 c,Kepler-732,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0.89304124,0.0,1.27,0.0,2.15,0.0,5.77,0.0,3631.0,0.0,0.46,0.0,0.49,0.03,-0.03,0.0,-1.375,0.0,4.79,0.0,18.56374,75.77244,68.14707,296.31658,66.8145532,0.0610675,-0.0610675,-41.1414,0.0532311,-0.0532311,-52.6457,0.065393,-0.065393,174.826,0.859,-0.85,17.9,0.164,-0.164,16.53,0.2,-0.2,12.596,0.025,-0.025,11.952,0.021,-0.021,11.721,0.018,-0.018,15.0519,0.000542,-0.000542,13.9669,0.0078861,-0.0078861,0,0,0,0,0
Kepler-733 b,Kepler-733,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,20.83424726,0.0,2.82,0.0,8.35,0.0,2.05,0.0,5418.0,0.0,0.86,0.0,0.9,0.04,-0.05,0.0,-0.298,0.0,4.53,0.0,12.6107,78.36431,66.02776,312.03463,12.6434351,0.0451545,-0.0451545,-12.6421,0.0451535,-0.0451535,-0.183737,0.0496416,-0.0496416,916.706,21.4755,-21.4755,16.205,0.07,-0.07,15.561,0.126,-0.126,14.141,0.032,-0.032,13.726,0.038,-0.038,13.648,0.044,-0.044,15.3954,0.000329,-0.000329,14.8436,0.0077,-0.0077,0,0,0,0,0
Kepler-734 b,Kepler-734,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.10485286,0.0,3.56,0.0,12.4,0.0,1.51,0.0,5326.0,0.0,0.78,0.0,0.85,0.03,-0.04,0.0,0.374,0.0,4.59,0.0,10.1788,79.78237,64.99438,318.31943,4.363281,0.0385773,-0.0385773,-4.11392,0.0385215,-0.0385215,1.45392,0.0390213,-0.0390213,1157.21,26.01,-24.92,15.534,0.014,-0.014,14.469,0.149,-0.149,13.107,0.023,-0.023,12.746,0.022,-0.022,12.668,0.025,-0.025,14.4119,0.000291,-0.000291,13.8732,0.0099,-0.0099,0,0,0,0,0
Kepler-735 b,Kepler-735,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,11.51516988,0.0,2.95,0.0,9.01,0.0,1.93,0.0,5107.0,0.0,0.8,0.0,0.85,0.03,-0.04,0.0,-0.517,0.0,4.57,0.0,18.01603,76.22744,68.17885,298.19009,25.183239,0.0506703,-0.0506703,-11.2374,0.0511811,-0.0511811,-22.537,0.0505425,-0.0505425,695.059,14.459,-13.892,16.489,0.068,-0.068,15.492,0.16,-0.16,13.94,0.025,-0.025,13.496,0.024,-0.024,13.453,0.041,-0.041,15.3849,0.000381,-0.000381,14.784,0.0066,-0.0066,0,0,0,0,0
Kepler-736 b,Kepler-736,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.60147201,0.0,2.93,0.0,8.91,0.0,1.95,0.0,5217.0,0.0,0.81,0.0,0.86,0.04,-0.05,0.0,-0.35,0.0,4.56,0.0,17.56485,76.41857,68.05259,299.45062,3.7924699,0.0655292,-0.0655292,-3.69669,0.0654372,-0.0654372,-0.846942,0.0672584,-0.0672584,1005.43,33.9,-31.786,17.0,0.069,-0.069,15.809,0.115,-0.115,14.385,0.029,-0.029,14.017,0.045,-0.045,13.82,0.051,-0.051,15.7425,0.000483,-0.000483,15.1716,0.0068,-0.0068,0,0,0,0,0
Kepler-737 b,Kepler-737,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,28.59915399,0.0,1.96,0.0,4.5,0.0,3.28,0.0,3813.0,0.0,0.48,0.0,0.51,0.03,-0.03,0.0,-1.301,0.0,4.77,0.0,13.55465,78.48381,66.80734,310.67255,28.2398114,0.0469124,-0.0469124,20.0604,0.0483138,-0.0483138,-19.8763,0.0454405,-0.0454405,205.118,1.1585,-1.1585,17.861,0.162,-0.162,15.971,0.332,-0.332,12.91,0.023,-0.023,12.293,0.02,-0.02,12.097,0.023,-0.023,15.1457,0.000419,-0.000419,14.1478,0.0073598,-0.0073598,0,0,0,0,0
Kepler-738 b,Kepler-738,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,24.58721573,0.0,2.5,0.0,6.8,0.0,2.39,0.0,5327.0,0.0,0.82,0.0,0.86,0.04,-0.05,0.0,-0.213,0.0,4.55,0.0,16.31317,77.37763,67.96858,303.58994,5.5784355,0.0542595,-0.0542595,0.860614,0.0510701,-0.0510701,5.51165,0.0543349,-0.0543349,1113.65,37.505,-37.505,16.659,0.039,-0.039,15.793,0.24,-0.24,14.311,0.024,-0.024,13.855,0.025,-0.025,13.818,0.041,-0.041,15.5908,0.000433,-0.000433,15.0627,0.0063,-0.0063,0,0,0,0,0
